_id,champion_id,augment_id,stage,win_rate,sample_size,tier,patch_version,updated_at
"2064_7_global_26.12",,2064,7,56.13,18532,"S","26.12","2026-06-27T10:48:15.370Z"
"2134_3_global_26.12",,2134,3,57.03,42300,"S","26.12","2026-06-27T10:48:15.370Z"
"2134_7_global_26.12",,2134,7,55.85,142652,"S","26.12","2026-06-27T10:48:15.370Z"
"2134_11_global_26.12",,2134,11,55.11,134793,"S","26.12","2026-06-27T10:48:15.370Z"
"2134_15_global_26.12",,2134,15,52.88,124856,"S","26.12","2026-06-27T10:48:15.370Z"
"2134_18_global_26.12",,2134,18,66.93,127,"B","26.12","2026-06-27T10:48:15.370Z"
"2080_3_global_26.12",,2080,3,49.6,4657,"C","26.12","2026-06-27T10:48:15.370Z"
"2080_7_global_26.12",,2080,7,50.07,15642,"B","26.12","2026-06-27T10:48:15.370Z"
"2080_11_global_26.12",,2080,11,49.57,20789,"B","26.12","2026-06-27T10:48:15.370Z"
"2080_15_global_26.12",,2080,15,50.02,25772,"B","26.12","2026-06-27T10:48:15.370Z"
"2099_3_global_26.12",,2099,3,38.98,413,"D","26.12","2026-06-27T10:48:15.370Z"
"2099_7_global_26.12",,2099,7,40.43,470,"D","26.12","2026-06-27T10:48:15.370Z"
"2099_11_global_26.12",,2099,11,43.66,662,"D","26.12","2026-06-27T10:48:15.370Z"
"2099_15_global_26.12",,2099,15,45.51,690,"D","26.12","2026-06-27T10:48:15.370Z"
"1392_3_global_26.12",,1392,3,54.33,34748,"A","26.12","2026-06-27T10:48:15.370Z"
"1392_7_global_26.12",,1392,7,53.79,115741,"S","26.12","2026-06-27T10:48:15.370Z"
"1392_11_global_26.12",,1392,11,53.57,109260,"S","26.12","2026-06-27T10:48:15.370Z"
"1392_15_global_26.12",,1392,15,51.95,102500,"S","26.12","2026-06-27T10:48:15.370Z"
"1392_18_global_26.12",,1392,18,62.6,131,"C","26.12","2026-06-27T10:48:15.370Z"
"1325_3_global_26.12",,1325,3,47.8,15350,"C","26.12","2026-06-27T10:48:15.370Z"
"1325_7_global_26.12",,1325,7,47.63,19969,"C","26.12","2026-06-27T10:48:15.370Z"
"1325_11_global_26.12",,1325,11,48.53,24828,"C","26.12","2026-06-27T10:48:15.370Z"
"1325_15_global_26.12",,1325,15,48.26,23318,"C","26.12","2026-06-27T10:48:15.370Z"
"1325_18_global_26.12",,1325,18,67.32,205,"B","26.12","2026-06-27T10:48:15.370Z"
