_id,champion_id,augment_id,win_rate,pick_rate,sample_size,rank,tier,patch_version,updated_at
"34_1028_26.12",34,1028,48.39,1.16,529,28,"A","26.12","2026-06-27T10:58:45.985Z"
"34_1030_26.12",34,1030,44.95,9.81,4469,63,"A","26.12","2026-06-27T10:58:45.985Z"
"34_1036_26.12",34,1036,48.24,0.56,255,31,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1038_26.12",34,1038,51.72,0.32,145,6,"S","26.12","2026-06-27T10:58:45.986Z"
"34_1044_26.12",34,1044,46.35,26.11,11887,23,"S","26.12","2026-06-27T10:58:45.986Z"
"34_1045_26.12",34,1045,46.27,21.91,9975,29,"S","26.12","2026-06-27T10:58:45.986Z"
"34_1053_26.12",34,1053,50,0.29,132,11,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1056_26.12",34,1056,48.21,14.47,6588,13,"S","26.12","2026-06-27T10:58:45.986Z"
"34_1057_26.12",34,1057,54.92,0.27,122,1,"S","26.12","2026-06-27T10:58:45.986Z"
"34_1062_26.12",34,1062,51.69,0.52,236,7,"S","26.12","2026-06-27T10:58:45.986Z"
"34_1103_26.12",34,1103,46.21,1.94,885,54,"B","26.12","2026-06-27T10:58:45.986Z"
"34_1105_26.12",34,1105,47.92,1.11,505,37,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1112_26.12",34,1112,46.35,5.32,2423,48,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1133_26.12",34,1133,45.9,22.18,10101,34,"S","26.12","2026-06-27T10:58:45.986Z"
"34_1136_26.12",34,1136,45.97,4.55,2071,53,"B","26.12","2026-06-27T10:58:45.986Z"
"34_1138_26.12",34,1138,47.55,0.85,387,41,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1154_26.12",34,1154,48.19,0.18,83,33,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1156_26.12",34,1156,46.31,5.89,2684,47,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1180_26.12",34,1180,47.1,8.4,3826,38,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1194_26.12",34,1194,48.27,23.34,10629,10,"S","26.12","2026-06-27T10:58:45.986Z"
"34_1195_26.12",34,1195,46.21,0.61,277,58,"B","26.12","2026-06-27T10:58:45.986Z"
"34_1211_26.12",34,1211,47.06,12.04,5482,32,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1237_26.12",34,1237,49.07,2.01,915,21,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1243_26.12",34,1243,47.55,0.85,387,42,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1305_26.12",34,1305,49.32,0.98,444,17,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1308_26.12",34,1308,46.98,0.69,315,45,"B","26.12","2026-06-27T10:58:45.986Z"
"34_1323_26.12",34,1323,45.58,5.44,2475,61,"B","26.12","2026-06-27T10:58:45.986Z"
"34_1326_26.12",34,1326,53.03,0.14,66,3,"S","26.12","2026-06-27T10:58:45.986Z"
"34_1333_26.12",34,1333,49.35,0.68,308,18,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1335_26.12",34,1335,48.96,0.21,96,24,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1337_26.12",34,1337,49.47,0.21,95,16,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1349_26.12",34,1349,46.91,2.42,1102,43,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1353_26.12",34,1353,46.24,0.58,266,57,"B","26.12","2026-06-27T10:58:45.986Z"
"34_1375_26.12",34,1375,46.38,3.37,1533,49,"B","26.12","2026-06-27T10:58:45.986Z"
"34_1386_26.12",34,1386,52,0.16,75,5,"S","26.12","2026-06-27T10:58:45.986Z"
"34_1389_26.12",34,1389,50.65,0.34,154,9,"S","26.12","2026-06-27T10:58:45.986Z"
"34_1390_26.12",34,1390,47.22,15.53,7073,25,"S","26.12","2026-06-27T10:58:45.986Z"
"34_1401_26.12",34,1401,48.07,0.51,233,35,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1402_26.12",34,1402,52.29,0.34,153,4,"S","26.12","2026-06-27T10:58:45.986Z"
"34_1415_26.12",34,1415,47.63,1.53,697,40,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1416_26.12",34,1416,48.39,1.23,560,27,"A","26.12","2026-06-27T10:58:45.986Z"
"34_1420_26.12",34,1420,50.77,0.71,325,8,"S","26.12","2026-06-27T10:58:45.986Z"
"34_2006_26.12",34,2006,44.35,0.51,230,77,"C","26.12","2026-06-27T10:58:45.986Z"
"34_2026_26.12",34,2026,47.89,0.16,71,39,"A","26.12","2026-06-27T10:58:45.986Z"
"34_2032_26.12",34,2032,49.44,0.59,267,15,"A","26.12","2026-06-27T10:58:45.986Z"
"34_2054_26.12",34,2054,43.82,9.65,4393,75,"B","26.12","2026-06-27T10:58:45.986Z"
"34_2077_26.12",34,2077,45.97,9.69,4414,46,"A","26.12","2026-06-27T10:58:45.986Z"
"34_2083_26.12",34,2083,49.25,0.15,67,22,"A","26.12","2026-06-27T10:58:45.986Z"
"34_2095_26.12",34,2095,48.54,0.75,342,26,"A","26.12","2026-06-27T10:58:45.986Z"
"34_2127_26.12",34,2127,49.13,1.77,804,20,"A","26.12","2026-06-27T10:58:45.986Z"
"34_2129_26.12",34,2129,47.12,24.66,11230,14,"S","26.12","2026-06-27T10:58:45.986Z"
"34_2132_26.12",34,2132,46.55,18.05,8219,30,"S","26.12","2026-06-27T10:58:45.986Z"
"34_2134_26.12",34,2134,45.89,4.91,2238,55,"B","26.12","2026-06-27T10:58:45.986Z"
"34_2136_26.12",34,2136,46.19,2.62,1193,51,"B","26.12","2026-06-27T10:58:45.986Z"
"34_2139_26.12",34,2139,49.32,0.16,73,19,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1020_26.12",35,1020,46.27,0.29,201,52,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1022_26.12",35,1022,50.9,0.4,277,7,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1026_26.12",35,1026,48.34,0.52,362,26,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1028_26.12",35,1028,46.22,0.52,357,53,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1030_26.12",35,1030,53.61,10.9,7547,2,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1034_26.12",35,1034,46.1,0.44,308,54,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1038_26.12",35,1038,49,0.72,498,16,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1048_26.12",35,1048,46.75,1.22,845,46,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1053_26.12",35,1053,59.15,0.51,355,1,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1060_26.12",35,1060,46.93,0.45,309,44,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1061_26.12",35,1061,46.44,1.5,1038,48,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1068_26.12",35,1068,46.07,2.55,1769,50,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1073_26.12",35,1073,46.88,26.37,18257,12,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1097_26.12",35,1097,47.82,9.13,6321,20,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1098_26.12",35,1098,47.36,7.66,5304,27,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1105_26.12",35,1105,51.32,1.26,871,5,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1133_26.12",35,1133,46.93,13.1,9073,25,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1136_26.12",35,1136,49.92,3.69,2556,8,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1138_26.12",35,1138,48.17,0.51,355,28,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1154_26.12",35,1154,49.01,0.37,253,17,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1156_26.12",35,1156,48.28,3.4,2355,23,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1195_26.12",35,1195,47.14,1.01,700,42,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1204_26.12",35,1204,50,0.1,72,11,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1205_26.12",35,1205,49.31,0.94,651,14,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1308_26.12",35,1308,47.37,0.49,342,37,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1318_26.12",35,1318,49.44,0.26,178,13,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1323_26.12",35,1323,49.84,2.76,1908,10,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1329_26.12",35,1329,48.99,0.85,592,15,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1333_26.12",35,1333,48.95,0.69,478,18,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1335_26.12",35,1335,46.53,0.21,144,49,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1337_26.12",35,1337,46.88,0.51,352,45,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1344_26.12",35,1344,47.83,1.69,1173,32,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1345_26.12",35,1345,47.58,0.8,557,34,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1353_26.12",35,1353,50.16,0.44,307,9,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1373_26.12",35,1373,45.75,2.64,1825,55,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1386_26.12",35,1386,48.68,0.11,76,22,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1388_26.12",35,1388,50.32,7.75,5368,6,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1389_26.12",35,1389,48.06,0.19,129,31,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1390_26.12",35,1390,47.03,9.63,6666,30,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1403_26.12",35,1403,47.25,1.47,1020,38,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1416_26.12",35,1416,45.87,0.93,641,56,"A","26.12","2026-06-27T10:58:45.986Z"
"35_1420_26.12",35,1420,51.5,0.29,200,4,"S","26.12","2026-06-27T10:58:45.986Z"
"35_1421_26.12",35,1421,47.83,0.13,92,33,"A","26.12","2026-06-27T10:58:45.986Z"
"35_2018_26.12",35,2018,46.97,3.17,2193,41,"A","26.12","2026-06-27T10:58:45.986Z"
"35_2031_26.12",35,2031,47.47,0.14,99,36,"A","26.12","2026-06-27T10:58:45.986Z"
"35_2043_26.12",35,2043,46.67,0.52,360,47,"A","26.12","2026-06-27T10:58:45.986Z"
"35_2054_26.12",35,2054,43.83,8.31,5754,73,"A","26.12","2026-06-27T10:58:45.986Z"
"35_2077_26.12",35,2077,45.75,11.2,7757,43,"S","26.12","2026-06-27T10:58:45.986Z"
"35_2082_26.12",35,2082,46.31,0.22,149,51,"A","26.12","2026-06-27T10:58:45.986Z"
"35_2083_26.12",35,2083,46.52,7.48,5176,40,"S","26.12","2026-06-27T10:58:45.986Z"
"35_2087_26.12",35,2087,44.6,7.15,4953,63,"A","26.12","2026-06-27T10:58:45.986Z"
"35_2088_26.12",35,2088,47.36,0.57,397,39,"A","26.12","2026-06-27T10:58:45.986Z"
"35_2095_26.12",35,2095,48.67,0.92,637,21,"S","26.12","2026-06-27T10:58:45.986Z"
"35_2099_26.12",35,2099,44.76,6.01,4162,62,"A","26.12","2026-06-27T10:58:45.986Z"
"35_2100_26.12",35,2100,48.29,5.88,4071,19,"S","26.12","2026-06-27T10:58:45.986Z"
"35_2102_26.12",35,2102,51.82,0.2,137,3,"S","26.12","2026-06-27T10:58:45.986Z"
"35_2107_26.12",35,2107,48.6,0.15,107,24,"S","26.12","2026-06-27T10:58:45.986Z"
"35_2116_26.12",35,2116,44.39,6,4156,69,"A","26.12","2026-06-27T10:58:45.986Z"
"35_2119_26.12",35,2119,47.59,0.21,145,35,"A","26.12","2026-06-27T10:58:45.986Z"
"35_2127_26.12",35,2127,47.96,1.73,1199,29,"A","26.12","2026-06-27T10:58:45.986Z"
"36_1002_26.12",36,1002,55.83,1.87,1286,29,"A","26.12","2026-06-27T10:58:45.986Z"
"36_1007_26.12",36,1007,52.89,7.99,5504,51,"A","26.12","2026-06-27T10:58:45.986Z"
"36_1013_26.12",36,1013,55.85,21.14,14569,22,"S","26.12","2026-06-27T10:58:45.986Z"
"36_1022_26.12",36,1022,54.51,0.4,277,40,"A","26.12","2026-06-27T10:58:45.986Z"
"36_1026_26.12",36,1026,57.35,0.2,136,21,"A","26.12","2026-06-27T10:58:45.986Z"
"36_1028_26.12",36,1028,52.93,0.57,393,54,"B","26.12","2026-06-27T10:58:45.986Z"
"36_1034_26.12",36,1034,52.7,0.54,370,56,"B","26.12","2026-06-27T10:58:45.987Z"
"36_1041_26.12",36,1041,61.21,27.58,19003,3,"S","26.12","2026-06-27T10:58:45.987Z"
"36_1045_26.12",36,1045,57.98,0.17,119,17,"S","26.12","2026-06-27T10:58:45.987Z"
"36_1046_26.12",36,1046,54.99,0.65,451,34,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1053_26.12",36,1053,59.68,0.72,496,11,"S","26.12","2026-06-27T10:58:45.987Z"
"36_1057_26.12",36,1057,53.1,0.89,612,53,"B","26.12","2026-06-27T10:58:45.987Z"
"36_1062_26.12",36,1062,53.51,0.33,228,50,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1068_26.12",36,1068,59.05,1.13,779,13,"S","26.12","2026-06-27T10:58:45.987Z"
"36_1071_26.12",36,1071,60.51,0.97,671,8,"S","26.12","2026-06-27T10:58:45.987Z"
"36_1079_26.12",36,1079,56.63,0.12,83,25,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1084_26.12",36,1084,54.63,0.3,205,38,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1098_26.12",36,1098,57.94,0.18,126,18,"S","26.12","2026-06-27T10:58:45.987Z"
"36_1115_26.12",36,1115,61.21,0.24,165,7,"S","26.12","2026-06-27T10:58:45.987Z"
"36_1116_26.12",36,1116,56.15,0.65,447,28,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1152_26.12",36,1152,60.84,30.35,20910,4,"S","26.12","2026-06-27T10:58:45.987Z"
"36_1170_26.12",36,1170,56.68,0.58,397,23,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1181_26.12",36,1181,57.83,39.89,27487,9,"S","26.12","2026-06-27T10:58:45.987Z"
"36_1195_26.12",36,1195,55,0.09,60,36,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1204_26.12",36,1204,65.54,0.81,560,1,"S","26.12","2026-06-27T10:58:45.987Z"
"36_1237_26.12",36,1237,54.41,2.71,1869,39,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1238_26.12",36,1238,54.08,4.66,3212,41,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1243_26.12",36,1243,53.63,0.88,606,46,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1305_26.12",36,1305,57.93,2.54,1747,15,"S","26.12","2026-06-27T10:58:45.987Z"
"36_1319_26.12",36,1319,53.42,9.05,6236,44,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1322_26.12",36,1322,59.56,0.6,413,12,"S","26.12","2026-06-27T10:58:45.987Z"
"36_1329_26.12",36,1329,53.25,0.58,400,52,"B","26.12","2026-06-27T10:58:45.987Z"
"36_1333_26.12",36,1333,56.47,1.98,1367,27,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1335_26.12",36,1335,64.71,0.07,51,2,"S","26.12","2026-06-27T10:58:45.987Z"
"36_1337_26.12",36,1337,55.38,0.38,260,32,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1345_26.12",36,1345,54,0.67,463,43,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1353_26.12",36,1353,58.67,46.88,32301,5,"S","26.12","2026-06-27T10:58:45.987Z"
"36_1361_26.12",36,1361,59.19,9.08,6256,10,"S","26.12","2026-06-27T10:58:45.987Z"
"36_1384_26.12",36,1384,55.74,1.48,1019,30,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1386_26.12",36,1386,52.34,0.37,256,60,"B","26.12","2026-06-27T10:58:45.987Z"
"36_1388_26.12",36,1388,53.62,0.1,69,48,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1401_26.12",36,1401,55.55,2.55,1757,31,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1403_26.12",36,1403,54.66,1.49,1030,37,"A","26.12","2026-06-27T10:58:45.987Z"
"36_1413_26.12",36,1413,52.3,2.61,1801,57,"B","26.12","2026-06-27T10:58:45.987Z"
"36_1416_26.12",36,1416,51.82,0.52,357,64,"B","26.12","2026-06-27T10:58:45.987Z"
"36_1421_26.12",36,1421,52.29,0.16,109,61,"B","26.12","2026-06-27T10:58:45.987Z"
"36_2005_26.12",36,2005,58.64,0.24,162,14,"S","26.12","2026-06-27T10:58:45.987Z"
"36_2006_26.12",36,2006,55.89,32.67,22511,16,"S","26.12","2026-06-27T10:58:45.987Z"
"36_2026_26.12",36,2026,57.58,0.86,594,20,"A","26.12","2026-06-27T10:58:45.987Z"
"36_2072_26.12",36,2072,52.31,2.17,1493,58,"B","26.12","2026-06-27T10:58:45.987Z"
"36_2080_26.12",36,2080,56.63,0.12,83,26,"A","26.12","2026-06-27T10:58:45.987Z"
"36_2087_26.12",36,2087,52.38,0.09,63,59,"B","26.12","2026-06-27T10:58:45.987Z"
"36_2088_26.12",36,2088,55.08,0.89,610,33,"A","26.12","2026-06-27T10:58:45.987Z"
"36_2091_26.12",36,2091,53.67,0.49,341,45,"A","26.12","2026-06-27T10:58:45.987Z"
"36_2095_26.12",36,2095,54.97,0.72,493,35,"A","26.12","2026-06-27T10:58:45.987Z"
"36_2102_26.12",36,2102,60.37,14.02,9660,6,"S","26.12","2026-06-27T10:58:45.987Z"
"36_2119_26.12",36,2119,56.63,0.24,166,24,"A","26.12","2026-06-27T10:58:45.987Z"
"36_2125_26.12",36,2125,51.58,1.15,793,67,"B","26.12","2026-06-27T10:58:45.987Z"
"36_2127_26.12",36,2127,57.7,2.5,1721,19,"S","26.12","2026-06-27T10:58:45.987Z"
"36_2139_26.12",36,2139,54.02,1.91,1318,42,"A","26.12","2026-06-27T10:58:45.987Z"
"37_1004_26.12",37,1004,54.32,2.19,948,34,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1005_26.12",37,1005,56.98,24.7,10674,8,"S","26.12","2026-06-27T10:58:46.663Z"
"37_1011_26.12",37,1011,53.23,0.43,186,43,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1015_26.12",37,1015,51.17,6.14,2652,59,"B","26.12","2026-06-27T10:58:46.663Z"
"37_1022_26.12",37,1022,54.17,0.17,72,37,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1026_26.12",37,1026,50.75,0.16,67,68,"B","26.12","2026-06-27T10:58:46.663Z"
"37_1028_26.12",37,1028,52.38,0.39,168,52,"B","26.12","2026-06-27T10:58:46.663Z"
"37_1030_26.12",37,1030,51.69,8.37,3618,48,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1037_26.12",37,1037,53.91,33.26,14371,13,"S","26.12","2026-06-27T10:58:46.663Z"
"37_1041_26.12",37,1041,54.65,0.2,86,31,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1044_26.12",37,1044,58.18,0.13,55,12,"S","26.12","2026-06-27T10:58:46.663Z"
"37_1046_26.12",37,1046,55.38,0.6,260,24,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1053_26.12",37,1053,56.47,0.2,85,17,"S","26.12","2026-06-27T10:58:46.663Z"
"37_1056_26.12",37,1056,53.37,5.28,2282,38,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1058_26.12",37,1058,54.43,0.18,79,35,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1060_26.12",37,1060,53.56,1.14,491,41,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1061_26.12",37,1061,52.3,2.07,893,49,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1074_26.12",37,1074,52.85,0.28,123,46,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1076_26.12",37,1076,53.86,22.79,9845,19,"S","26.12","2026-06-27T10:58:46.663Z"
"37_1095_26.12",37,1095,62.11,11.27,4870,3,"S","26.12","2026-06-27T10:58:46.663Z"
"37_1103_26.12",37,1103,53.7,0.84,365,40,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1105_26.12",37,1105,55.65,0.86,372,20,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1129_26.12",37,1129,55.19,0.56,241,26,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1138_26.12",37,1138,52.94,0.16,68,45,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1141_26.12",37,1141,52.78,28.1,12141,22,"S","26.12","2026-06-27T10:58:46.663Z"
"37_1156_26.12",37,1156,50.86,2.82,1219,65,"B","26.12","2026-06-27T10:58:46.663Z"
"37_1205_26.12",37,1205,51.41,0.66,284,61,"B","26.12","2026-06-27T10:58:46.663Z"
"37_1211_26.12",37,1211,54.55,0.92,396,33,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1243_26.12",37,1243,53.82,0.61,262,39,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1301_26.12",37,1301,51.62,8.77,3791,50,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1314_26.12",37,1314,50.79,4.97,2146,64,"B","26.12","2026-06-27T10:58:46.663Z"
"37_1331_26.12",37,1331,54.63,8.7,3760,23,"S","26.12","2026-06-27T10:58:46.663Z"
"37_1333_26.12",37,1333,58.61,0.77,331,10,"S","26.12","2026-06-27T10:58:46.663Z"
"37_1337_26.12",37,1337,63.33,0.14,60,2,"S","26.12","2026-06-27T10:58:46.663Z"
"37_1345_26.12",37,1345,53.23,0.29,124,44,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1347_26.12",37,1347,63.49,0.15,63,1,"S","26.12","2026-06-27T10:58:46.663Z"
"37_1353_26.12",37,1353,56.74,0.5,215,15,"S","26.12","2026-06-27T10:58:46.663Z"
"37_1373_26.12",37,1373,58.17,1.44,624,11,"S","26.12","2026-06-27T10:58:46.663Z"
"37_1379_26.12",37,1379,50.39,2.36,1018,69,"B","26.12","2026-06-27T10:58:46.663Z"
"37_1384_26.12",37,1384,56.23,0.61,265,18,"S","26.12","2026-06-27T10:58:46.663Z"
"37_1388_26.12",37,1388,59.08,6.92,2991,5,"S","26.12","2026-06-27T10:58:46.663Z"
"37_1389_26.12",37,1389,56.9,0.13,58,14,"S","26.12","2026-06-27T10:58:46.663Z"
"37_1403_26.12",37,1403,59.62,0.49,213,7,"S","26.12","2026-06-27T10:58:46.663Z"
"37_1404_26.12",37,1404,50.98,0.47,204,66,"B","26.12","2026-06-27T10:58:46.663Z"
"37_1415_26.12",37,1415,54.74,0.63,274,28,"A","26.12","2026-06-27T10:58:46.663Z"
"37_1416_26.12",37,1416,51.88,0.68,293,55,"B","26.12","2026-06-27T10:58:46.663Z"
"37_1420_26.12",37,1420,56.07,31.26,13508,9,"S","26.12","2026-06-27T10:58:46.663Z"
"37_2004_26.12",37,2004,52.07,22.69,9803,36,"S","26.12","2026-06-27T10:58:46.663Z"
"37_2018_26.12",37,2018,54.95,3.93,1696,25,"A","26.12","2026-06-27T10:58:46.663Z"
"37_2082_26.12",37,2082,52.63,0.62,266,47,"A","26.12","2026-06-27T10:58:46.663Z"
"37_2087_26.12",37,2087,53.96,10.09,4361,27,"A","26.12","2026-06-27T10:58:46.663Z"
"37_2088_26.12",37,2088,55.56,0.21,90,21,"A","26.12","2026-06-27T10:58:46.663Z"
"37_2089_26.12",37,2089,54.68,0.47,203,29,"A","26.12","2026-06-27T10:58:46.663Z"
"37_2095_26.12",37,2095,59.67,0.56,243,6,"S","26.12","2026-06-27T10:58:46.663Z"
"37_2102_26.12",37,2102,56.6,0.12,53,16,"S","26.12","2026-06-27T10:58:46.663Z"
"37_2123_26.12",37,2123,54.3,4.33,1873,30,"A","26.12","2026-06-27T10:58:46.663Z"
"37_2133_26.12",37,2133,52.58,21.14,9135,32,"S","26.12","2026-06-27T10:58:46.663Z"
"37_2137_26.12",37,2137,60.43,0.32,139,4,"S","26.12","2026-06-27T10:58:46.663Z"
"37_2139_26.12",37,2139,53.57,0.13,56,42,"A","26.12","2026-06-27T10:58:46.663Z"
"37_12317_26.12",37,12317,50.31,0.37,159,71,"B","26.12","2026-06-27T10:58:46.663Z"
"38_1011_26.12",38,1011,53.33,7.91,2175,30,"A","26.12","2026-06-27T10:58:46.663Z"
"38_1019_26.12",38,1019,49.25,11.17,3070,56,"A","26.12","2026-06-27T10:58:46.663Z"
"38_1020_26.12",38,1020,55.29,0.31,85,22,"A","26.12","2026-06-27T10:58:46.663Z"
"38_1027_26.12",38,1027,48.61,5.63,1547,69,"B","26.12","2026-06-27T10:58:46.663Z"
"38_1028_26.12",38,1028,48.84,0.31,86,74,"C","26.12","2026-06-27T10:58:46.663Z"
"38_1029_26.12",38,1029,51.95,5.61,1542,43,"A","26.12","2026-06-27T10:58:46.663Z"
"38_1030_26.12",38,1030,52.57,12.19,3352,33,"S","26.12","2026-06-27T10:58:46.663Z"
"38_1041_26.12",38,1041,50.96,0.38,104,54,"B","26.12","2026-06-27T10:58:46.663Z"
"38_1046_26.12",38,1046,48.82,0.62,170,73,"C","26.12","2026-06-27T10:58:46.663Z"
"38_1056_26.12",38,1056,58.9,24.17,6644,1,"S","26.12","2026-06-27T10:58:46.663Z"
"38_1060_26.12",38,1060,54,0.91,250,31,"A","26.12","2026-06-27T10:58:46.663Z"
"38_1062_26.12",38,1062,56.67,0.22,60,15,"A","26.12","2026-06-27T10:58:46.663Z"
"38_1063_26.12",38,1063,55.76,14.85,4082,12,"S","26.12","2026-06-27T10:58:46.663Z"
"38_1073_26.12",38,1073,53.73,14.8,4067,24,"S","26.12","2026-06-27T10:58:46.663Z"
"38_1097_26.12",38,1097,49.35,8.35,2296,60,"B","26.12","2026-06-27T10:58:46.663Z"
"38_1112_26.12",38,1112,51.63,9.47,2603,42,"A","26.12","2026-06-27T10:58:46.663Z"
"38_1129_26.12",38,1129,52.83,21.18,5821,26,"S","26.12","2026-06-27T10:58:46.663Z"
"38_1138_26.12",38,1138,51.74,11.41,3135,40,"A","26.12","2026-06-27T10:58:46.663Z"
"38_1150_26.12",38,1150,60,0.64,175,2,"S","26.12","2026-06-27T10:58:46.663Z"
"38_1156_26.12",38,1156,54.63,6.75,1856,23,"S","26.12","2026-06-27T10:58:46.663Z"
"38_1180_26.12",38,1180,53.14,8,2200,32,"A","26.12","2026-06-27T10:58:46.663Z"
"38_1194_26.12",38,1194,54.42,5.31,1459,27,"A","26.12","2026-06-27T10:58:46.663Z"
"38_1205_26.12",38,1205,56.08,1.47,403,17,"A","26.12","2026-06-27T10:58:46.663Z"
"38_1211_26.12",38,1211,50.36,18.26,5020,46,"S","26.12","2026-06-27T10:58:46.663Z"
"38_1237_26.12",38,1237,55,1.16,320,25,"A","26.12","2026-06-27T10:58:46.663Z"
"38_1305_26.12",38,1305,49.32,0.53,146,67,"C","26.12","2026-06-27T10:58:46.663Z"
"38_1308_26.12",38,1308,55.73,0.48,131,19,"A","26.12","2026-06-27T10:58:46.663Z"
"38_1311_26.12",38,1311,51.27,13.84,3805,41,"A","26.12","2026-06-27T10:58:46.663Z"
"38_1315_26.12",38,1315,53.03,1.5,413,38,"A","26.12","2026-06-27T10:58:46.663Z"
"38_1318_26.12",38,1318,49.91,4.14,1138,57,"B","26.12","2026-06-27T10:58:46.663Z"
"38_1325_26.12",38,1325,50,0.96,264,61,"B","26.12","2026-06-27T10:58:46.663Z"
